28570	40067	1
12846	28570	1
5553	28570	1
28570	13127	1
16377	28570	1
8016	28570	1
49786	28570	1
50632	28570	1
28570	10844	1
9992	28570	1
28570	24485	1
1040	28570	1
24553	28570	1
9120	28570	1
28570	8252	1
28570	2615	1
15218	28570	1
2473	28570	1
47298	28570	1
47298	22070	1
47298	10844	1
47298	5434	1
2473	24502	1
2473	5151	1
2473	10495	1
2473	25086	1
2473	5139	1
2473	2501	1
2473	2855	1
2473	2638	1
2473	5152	1
2473	22094	1
2626	2473	1
2473	1649	1
2473	2644	1
2473	2476	1
2473	5147	1
2473	31740	1
2473	31691	1
2473	5166	1
30662	2473	1
2473	1133	1
2473	9903	1
15218	50469	1
16642	15218	1
2641	15218	1
2643	2615	1
23994	2615	1
5145	2615	1
8252	5144	1
24775	8252	1
19261	8252	1
24773	8252	1
17841	8252	1
16993	8252	1
28547	8252	1
9120	10487	1
36670	9120	1
9120	22443	1
9120	2630	1
9120	17221	1
9120	52854	1
9120	10259	1
9120	16276	1
5142	9120	1
9120	8232	1
9120	1128	1
9120	15321	1
9120	2613	1
24553	13936	1
24553	18952	1
1040	39661	1
1040	37116	1
1040	39669	1
39660	1040	1
24361	24485	1
24485	2612	1
5651	24485	1
21487	24485	1
23576	24485	1
24485	10983	1
24485	24487	1
24485	19968	1
17966	10844	1
12767	10844	1
10844	16991	1
10844	9991	1
12131	10844	1
10844	16430	1
50632	53013	1
50632	49786	1
50632	31740	1
16377	9908	1
16377	1143	1
23576	13127	1
35731	13127	1
52671	13127	1
5553	16389	1
5553	17059	1
5553	37074	1
5553	50600	1
5553	24764	1
2620	5434	1
12223	5434	1
2641	16380	1
2641	15234	1
2641	15282	1
1270	2641	1
5145	5152	1
34440	5145	1
2613	34484	1
2613	8126	1
2613	5099	1
39660	38341	1
16994	19968	1
19969	19968	1
10983	19968	1
24508	24487	1
42025	24487	1
24513	24487	1
24487	12429	1
24487	24496	1
24487	11701	1
12522	24487	1
11545	24487	1
23030	24487	1
24509	24487	1
24510	24487	1
12524	24487	1
42026	24487	1
24511	24487	1
21487	24487	1
30920	24487	1
16439	24487	1
24512	24487	1
16430	19410	1
16428	16430	1
16427	16430	1
16426	16430	1
32496	16430	1
16948	52671	1
24764	10495	1
24764	5139	1
24764	24773	1
24764	24766	1
24764	24768	1
24764	24767	1
12223	16402	1
12223	11046	1
12223	15519	1
12223	15882	1
12223	17062	1
1270	1271	1
14129	15282	1
10307	15282	1
1280	15282	1
2639	15282	1
10186	15282	1
38341	22043	1
12643	19969	1
12678	19969	1
19969	10881	1
34302	24512	1
24512	22495	1
24512	22483	1
21563	24512	1
16948	8007	1
16948	2633	1
16948	5435	1
2640	16948	1
16948	26998	1
10179	24767	1
10178	24767	1
24767	10180	1
14992	24767	1
24767	9903	1
2639	15281	1
1280	5153	1
26436	22043	1
2640	43865	1
8007	43875	1
10495	24766	1
10178	24766	1
5147	24766	1
9903	24766	1
32488	16426	1
16426	32487	1
16439	35786	1
22509	24511	1
23606	24511	1
